"track_name","artist_name","streams","energy","danceability","bpm"
"INDUSTRY BABY (feat. Jack Harlow)","Jack Harlow, Lil Nas X",1814349763,70,74,150
"MIDDLE OF THE NIGHT","Elley Duhï¿",872137015,61,41,186
"Atlantis","Seafret",571386359,48,40,166
"PUNTO 40","Baby Rasta, Rauw Alejandro",304079786,83,87,107
"Evoque Prata","DJ Escobar, MC MENOR SG, MC MENOR HR",174006928,52,87,87
"How Do I Say Goodbye","Dean Lewis",284785823,64,40,82
"Blind","SZA",163284000,28,46,114
"Die For You","Joji",246390068,52,47,148
"Doja","Central Cee",482257456,57,91,140
"Gatita","Bellakath",168684524,81,90,101
"Rumble","Skrillex, Flowdan, Fred again..",78489819,84,81,140
"Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]","Travis Scott, 21 Savage, Metro Boomin",195516622,66,49,88
"Yonaguni","Bad Bunny",1260594497,65,64,180
"Super Freaky Girl","Nicki Minaj",428685680,89,95,133
"Running Up That Hill (A Deal With God)","Kate Bush",1024858327,55,63,108
"Dream On","Aerosmith",838586769,43,39,80
"Limbo","Freddie Dredd",199386237,62,80,75
"Where Are You Now","Lost Frequencies, Calum Scott",972509632,64,67,121
"WORTH NOTHING","Twisted, Oliver Tree",213438580,62,58,140
"Bad Habits","Ed Sheeran",1555511105,90,81,126
"KICK BACK","Kenshi Yonezu",210038833,94,58,102
"Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A","Omar Apollo",227918678,34,70,82
"Good Days","SZA",826623384,78,46,121
"Levitating (feat. DaBaby)","Dua Lipa, DaBaby",1802514301,83,70,103
"Woman","Doja Cat",1329090101,76,82,108
"Shut up My Moms Calling - (Sped Up)","Hotel Ugly",181831132,47,65,85
"Ferrari","James Hype, Miggy Dela Rosa",462791599,69,84,125
"You're On Your Own, Kid","Taylor Swift",348647203,39,69,120
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",366599607,57,58,94
"Agudo Mï¿½ï¿½gi","Styrx, utku INC, Thezth",90598517,80,65,130
"Payphone","Maroon 5, Wiz Khalifa",1479264469,74,74,110
"All I Want for Christmas Is You","Mariah Carey",1449779435,63,34,150
"Last Christmas","Wham!",1159176109,65,74,107
"Rockin' Around The Christmas Tree","Brenda Lee",769213520,41,70,140
"Jingle Bell Rock","Bobby Helms",741301563,37,74,119
"It's Beginning To Look A Lot Like Christmas","Michael Bublï¿",807561936,23,35,93
"Santa Tell Me","Ariana Grande",834129063,63,46,133
"It's the Most Wonderful Time of the Year","Andy Williams",663832097,60,24,202
"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",446390129,24,45,134
"Snowman","Sia",690104769,51,72,105
"Underneath the Tree","Kelly Clarkson",485285717,81,51,160
"Feliz Navidad","Josï¿½ï¿½ Felic",520034544,82,50,148
"Holly Jolly Christmas","Michael Bublï¿",476244795,47,65,151
"Mistletoe","Justin Bieber",629173063,54,67,162
"Sleigh Ride","The Ronettes",404664135,77,53,92
"Seek & Destroy","SZA",98709329,65,65,152
"Love Language","SZA",110849052,26,71,65
"Happy Xmas (War Is Over)","John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",460492795,61,33,147
"Used (feat. Don Toliver)","SZA, Don Toliver",94005786,69,73,150
"A Holly Jolly Christmas - Single Version","Burl Ives",395591396,36,67,140
"The Christmas Song (Merry Christmas To You) - Remastered 1999","Nat King Cole",389771964,15,36,139
"Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney",403939487,58,75,95
"Do They Know It's Christmas? - 1984 Version","Band Aid",481697415,57,60,115
"Ghost in the Machine (feat. Phoebe Bridgers)","SZA, Phoebe Bridgers",110073250,43,62,125
"Special","SZA",88092256,20,60,76
"Merry Christmas Everyone","Shakin' Stevens",351636786,87,72,101
"Let It Snow! Let It Snow! Let It Snow!","Frank Sinatra, B. Swanson Quartet",473248298,32,60,143
"SOS","SZA",73981293,66,51,119
"Open Arms (feat. Travis Scott)","SZA, Travis Scott",155653938,59,67,78
"White Christmas","Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",395591396,25,23,96
"Driving Home for Christmas - 2019 Remaster","Chris Rea",429504768,58,51,180
"Christmas (Baby Please Come Home)","Darlene Love",242767149,76,34,126
"Gone Girl","SZA",65362788,44,43,150
"F2F","SZA",67540165,74,53,90
"Notice Me","SZA",62019074,68,72,160
"Merry Christmas","Ed Sheeran, Elton John",135723538,94,59,114
"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",295998468,32,73,113
"My Only Wish (This Year)","Britney Spears",261116938,72,67,147
"Antidepresan","Mabel Matiz, Mert Demir",136689549,59,70,100
"Wild Flower (with youjeen)","RM",135611421,77,49,155
"I Hate U","SZA",356709897,39,54,107
"Raindrops (Insane) [with Travis Scott]","Travis Scott, Metro Boomin",110649992,54,80,112
"SPIT IN MY FACE!","ThxSoMch",301869854,57,70,166
"Deck The Hall - Remastered 1999","Nat King Cole",127027715,36,69,107
"Smoking on my Ex Pack","SZA",57144458,68,47,81
"Conceited","SZA",56870689,46,79,150
"Snow On The Beach (feat. Lana Del Rey)","Taylor Swift, Lana Del Rey",323437194,32,66,110
"Maroon","Taylor Swift",317726339,40,64,108
"Tubarï¿½ï¿½o Te","Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",116144341,74,89,130
"Bejeweled","Taylor Swift",328207708,56,70,164
"Tarot","Bad Bunny, Jhay Cortez",608228647,68,80,114
"You Make It Feel Like Christmas (feat. Blake Shelton)","Gwen Stefani, Blake Shelton",180577478,88,63,93
"Desesperados","Chencho Corleone, Rauw Alejandro",809306935,69,87,90
"Too Late","SZA",49262961,68,45,128
"Party","Bad Bunny, Rauw Alejandro",614555082,80,83,97
"Run Rudolph Run - Single Version","Chuck Berry",245350949,71,69,152
"Jingle Bells - Remastered 1999","Frank Sinatra",178660459,34,51,175
"Far","SZA",51641685,55,61,116
"On Time (with John Legend)","John Legend, Metro Boomin",78139948,59,33,80
"GATï¿½ï¿½","Maldy, Karol G",322336177,86,63,93
"ýýýabcdefu","Gayle",1007612429,54,70,122
"Sacrifice","The Weeknd",326792833,79,70,122
"Is There Someone Else?","The Weeknd",391251368,58,70,135
"Fingers Crossed","Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",349585590,47,60,109
"Out of Time","The Weeknd",339659802,74,65,93
"Do It To It","Cherish, ACRAZE",674772936,81,85,125
"We Don't Talk About Bruno","Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",432719968,45,58,206
"Pepas","Farruko",1309887447,77,76,130
"How Do I Make You Love Me?","The Weeknd",119238316,51,80,121
"Gasoline","The Weeknd",116903579,73,74,123
"Infinity","Jaymes Young",888046992,67,67,122
"Less Than Zero","The Weeknd",200660871,79,53,143
"Take My Breath","The Weeknd",130655803,77,70,121
"good 4 u","Olivia Rodrigo",1887039593,66,56,166
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",88103848,64,41,135
"Best Friends","The Weeknd",101114984,59,49,87
"Kiss Me More (feat. SZA)","SZA, Doja Cat",1575467011,66,77,111
"I Heard You're Married (feat. Lil Wayne)","The Weeknd, Lil Wayne",91656026,84,75,110
"Need To Know","Doja Cat",1042568408,61,66,130
"MONTERO (Call Me By Your Name)","Lil Nas X",1735441776,51,61,179
"love nwantiti (ah ah ah)","Ckay",726837877,73,74,93
"Dawn FM","The Weeknd",53933526,49,27,78
"Surface Pressure","Jessica Darrow",267758538,58,65,180
"Starry Eyes","The Weeknd",74601456,41,28,86
"THATS WHAT I WANT","Lil Nas X",920797189,85,74,88
"One Right Now (with The Weeknd)","The Weeknd, Post Malone",539595276,78,68,97
"Beggin","Mï¿½ï¿½ne",1367810478,80,71,134
"Mon Amour - Remix","Aitana, zzoilo",578207856,76,75,116
"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","Julieta Venegas, Bad Bunny, Tainy",775542072,70,64,170
"MONEY","Lisa",863625566,55,83,140
"The Motto","Tiï¿½ï¿½sto, Ava",656013912,76,75,118
"Happier Than Ever","Billie Eilish",1056760045,24,31,65
"Moth To A Flame (with The Weeknd)","The Weeknd, Swedish House Mafia",611994237,67,56,120
"traitor","Juan Cruz Toledo, Huilen Toledo",1230855859,33,29,176
"Toxic","BoyWithUke",582981380,61,59,180
"drivers license","Olivia Rodrigo",1858144199,43,59,144
"Malvadï¿½ï¿","Xamï¿½ï¿½, Gustah, Neo B",240684449,61,82,133
"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",583687007,52,63,93
"Donï¿½ï¿½ï¿½t Break My","The Weeknd",63803529,62,77,122
"Oh My God","Adele",466214729,73,53,88
"Entre Nosotros (Remix) [con Nicki Nicole]","Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",236940480,44,70,170
"A Tale By Quincy","The Weeknd",41924466,50,46,94
"I AM WOMAN","Emmy Meli",225259194,47,65,170
"Medallo","Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",393230256,70,79,90
"It'll Be Okay","Shawn Mendes",287201015,29,40,78
"Softcore","The Neighbourhood",599770206,58,57,94
"Super Gremlin","Kodak Black",342779426,41,83,73
"Volvï¿","Aventura, Bad Bunny",673801126,86,73,176
"Todo De Ti","Rauw Alejandro",1168642797,63,81,128
"Love Nwantiti - Remix","Ckay, AX'EL, Dj Yo!",540539717,60,58,120
"Smokin Out The Window","Bruno Mars, Anderson .Paak, Silk Sonic",383550148,62,63,82
"Meet Me At Our Spot","THE ANXIETY, Willow, Tyler Cole",530511203,47,77,95
"Every Angel is Terrifying","The Weeknd",37307967,94,44,118
"Tacones Rojos","Sebastian Yatra",510876816,86,75,123
"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber, Daniel Caesar, Giveon",1445941661,68,63,90
"Dakiti","Bad Bunny, Jhay Cortez",1763363713,57,73,110
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",374191487,82,66,96
"Lï¿½ï¿½ï¿","Stromae",108809090,55,56,88
"Nostï¿½ï¿½l","Chris Brown, Rvssian, Rauw Alejandro",436695353,85,73,98
"Better Days (NEIKED x Mae Muller x Polo G)","NEIKED, Mae Muller, Polo G",421040617,68,72,110
"Life Goes On","Oliver Tree",501541661,49,70,80
"Sad Girlz Luv Money Remix (feat. Kali Uchis)","Kali Uchis, Amaarae, Moliy",354065229,53,86,110
"Butter","BTS",1143647827,36,79,110
"pushin P (feat. Young Thug)","Young Thug, Future, Gunna",311395144,42,77,78
"You Right","Doja Cat, The Weeknd",672656250,62,83,129
"deja vu","Olivia Rodrigo",1256880657,60,44,181
"Dynamite","BTS",1692897992,77,75,114
"TO THE MOON","Jnr Choi",245095641,65,74,144
"Lost in the Fire","The Weeknd, Gesaffelstein",686734357,68,66,101
"Salimo de Noche","Trueno, Tiago pzk",261414174,63,67,84
"Volando - Remix","Sech, Bad Bunny, Mora",610045621,69,66,154
"Leave The Door Open","Bruno Mars, Anderson .Paak, Silk Sonic",1115880852,62,59,148
"Knife Talk (with 21 Savage ft. Project Pat)","Drake, Project Pat, 21 Savage",594482982,37,85,146
"Don't Be Shy","Tiï¿½ï¿½sto, Kar",566954746,79,77,120
"LA FAMA (with The Weeknd)","The Weeknd, ROSALï¿½",374706940,30,77,136
"The Family Madrigal","Olga Merediz, Stephanie Beatriz, Encanto - Cast",184937148,63,59,141
"Phantom Regret by Jim","The Weeknd",31959571,48,46,108
"Dos Oruguitas","Sebastian Yatra",167076418,36,42,94
"Freaks","Surf Curse",824420218,94,35,180
"Acapulco","Jason Derulo",363467642,79,77,122
"Daddy Issues","The Neighbourhood",1127468248,52,59,85
"thought i was playing","21 Savage, Gunna",60680939,73,68,148
"ELEVEN","IVE",247737946,73,83,120
"Mood (feat. Iann Dior)","24kgoldn, Iann Dior",1699402402,72,70,91
"What Else Can I Do?","Stephanie Beatriz, Diane Guerrero",154797871,71,72,120
"DANCE CRIP","Trueno",198883004,79,86,106
"Miserable Man","David Kushner",124407432,35,63,110
"happier","Olivia Rodrigo",850608354,45,39,169
"Praise God","Kanye West",376333030,55,80,118
"Get Into It (Yuh)","Doja Cat",516784627,66,91,92
"Before You Go","Lewis Capaldi",1608045237,60,45,112
"Sky","Playboi Carti",506778838,91,79,140
"Rolling in the Deep","Adele",1472799873,76,73,105
"Sobrio","Maluma",513643924,77,76,178
"Peru","Ed Sheeran, Fireboy DML",261286503,42,96,108
"favorite crime","Olivia Rodrigo",783706581,29,40,173
"Thunder","Prezioso, Gabry Ponte, LUM!X",422691058,90,67,101
"The Business","Tiï¿½ï¿",1062345656,62,80,120
"positions","Ariana Grande",1252563873,80,73,144
"I WANNA BE YOUR SLAVE","Mï¿½ï¿½ne",851070493,61,75,133
"Vai Lï¿½ï¿½ Em Casa ","Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",263894529,83,46,158
"The Feels","TWICE",345903614,90,81,120
"HEARTBREAK ANNIVERSARY","Giveon",951637566,46,61,129
"No Lie","Sean Paul, Dua Lipa",956865266,89,74,102
"OUT OUT (feat. Charli XCX & Saweetie)","Charli XCX, Jax Jones, Joel Corry, Saweetie",427486004,84,79,124
"Pope Is a Rockstar","SALES",156658366,45,73,90
"2055","Sleepy hallow",624515457,52,78,161
"Bored","Billie Eilish",777765388,33,60,120
"Happier Than Ever - Edit","Billie Eilish",412795151,57,45,81
"Astronaut In The Ocean","Masked Wolf",1138474110,70,78,150
"Ley Seca","Anuel Aa, Jhay Cortez",355219175,84,76,105
"Every Summertime","NIKI",290228626,67,63,79
"Talking To The Moon","Bruno Mars",1062956628,61,52,146
"you broke me first","Tate McRae",1180094974,37,64,124
"The Nights","Avicii",1456081449,85,53,126
"Take My Breath","The Weeknd",432702334,74,75,121
"Way 2 Sexy (with Future & Young Thug)","Drake, Future, Young Thug",489945871,60,80,136
"Cï¿½ï¿½","Rauw Alejandro",465959382,63,77,102
"Enemy - from the series Arcane League of Legends","Imagine Dragons, League of Legends, Arcane",1223481149,74,73,77
"Dance Monkey","Tones and I",2864791672,59,82,98
"Lucid Dreams","Juice WRLD",2288695111,48,44,84
"Quï¿½ï¿½ Mï¿½ï¿","J Balvin, Maria Becerra",720825549,82,89,102
"All of Me","John Legend",2086124197,26,42,120
"Smells Like Teen Spirit - Remastered 2021","Nirvana",1690192927,91,52,117
"Arcade","Duncan Laurence",991336132,33,45,72
"Fair Trade (with Travis Scott)","Drake, Travis Scott",593917618,47,67,168
"Bar","Tini, L-Gante",200972675,69,52,94
"The Rumbling (TV Size)","SiM",71014967,88,41,145
"family ties (with Kendrick Lamar)","Kendrick Lamar, Baby Keem",560222750,61,71,134
"Mr. Brightside","The Killers",1806617704,93,35,148
"Blessed-Cursed","ENHYPEN",77337771,89,60,127
"AM Remix","J Balvin, Nio Garcia, Bad Bunny",528544703,66,74,172
"Streets","Doja Cat",865640097,46,75,90
"Shallow","Lady Gaga, Bradley Cooper",2159346687,40,57,96
"Polaroid Love","ENHYPEN",211372494,67,74,138
"Leave Before You Love Me (with Jonas Brothers)","Marshmello, Jonas Brothers",651732901,72,72,120
"Permission to Dance","BTS",608334048,74,70,125
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",863756573,86,82,123
"RAPSTAR","Polo G",797402345,54,79,81
"'Till I Collapse","Eminem, Nate Dogg",1695712020,85,55,171
"Memories","Maroon 5",1759567999,32,77,91
"Se Le Ve","Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",223319934,76,56,84
"25k jacket (feat. Lil Baby)","Gunna, Lil Baby",54937991,54,90,115
"When Iï¿½ï¿½ï¿½m Gone (with Katy ","Katy Perry, Alesso",226897599,89,69,125
"Esqueï¿½ï¿½a-Me Se For C","Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",258316038,69,80,122
"Miï¿½ï¿½n","Tini, Maria Becerra",596152090,54,85,92
"Sï¿½ï¿½","Anuel Aa, Myke Towers, Jhay Cortez",177129919,75,63,90
"MAMIII","Karol G, Becky G",716591492,70,84,94
"Still D.R.E.","Dr. Dre, Snoop Dogg",1210599487,78,81,93
"Stay Alive (Prod. SUGA of BTS)","Jung Kook",246376690,76,51,130
"Boyfriend","Dove Cameron",496311364,61,35,180
"The Joker And The Queen (feat. Taylor Swift)","Ed Sheeran, Taylor Swift",146789379,31,53,134
"The Next Episode","Dr. Dre, Snoop Dogg",843309044,89,92,95
"Light Switch","Charlie Puth",500340342,63,69,184
"City of Gods","Kanye West, Alicia Keys, Fivio Foreign",107255472,80,47,147
"Brividi","Mahmood, Blanco",135079152,60,52,123
"Lost","Frank Ocean",822239726,61,91,123
"In Da Club","50 Cent",1202722675,71,90,90
"she's all i wanna be","Tate McRae",343197054,64,61,160
"Ginseng Strip 2002","Yung Lean",240769997,71,60,115
"All For Us - from the HBO Original Series Euphoria","Labrinth, Zendaya",426204830,67,37,141
"Notion","The Rare Occasions",421135627,88,31,160
"Formula","Labrinth",554875730,66,57,145
"Mount Everest","Labrinth",467727006,43,46,89
"Excuses","Intense, AP Dhillon, Gurinder Gill",327498031,72,84,95
"Cigarettes","Juice WRLD",185408548,62,60,160
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",245400167,75,67,174
"California Love - Original Version (Explicit)","Dr. Dre, 2Pac, Roger",579395142,84,77,92
"Forgot About Dre","Eminem, Dr. Dre",675039469,74,93,134
"Down Under (feat. Colin Hay)","Luude, Colin Hay",252871192,86,31,172
"Mujeriego","Ryan Castro",231996128,62,76,80
"HUMBLE.","Kendrick Lamar",1929770265,60,91,150
"Stan","Eminem, Dido",918915401,74,78,80
"Contection","GODZZ__-, Zakaria",1180896317,75,81,166
"Swim","Chase Atlantic",498960285,54,67,120
"A Tu Merced","Bad Bunny",685071800,79,86,92
"Numb Little Bug","Em Beihold",258714692,52,74,85
"212","Mainstreet, Chefin",143139338,52,79,154
"Problemï¿½","Alvaro Diaz, Rauw Alejandro",209768491,74,73,92
"Bussin","Nicki Minaj, Lil Baby",64714573,70,89,140
"Worst Day","Future",50746620,60,65,89
"Malvada","Zï¿½ï¿½ Fe",154119539,86,89,135
"Hrs and Hrs","Muni Long",181328253,53,51,140
"Alien Blues","Vundabar",370068639,76,47,82
"Thinking Out Loud","Ed Sheeran",2280566092,45,78,79
"Still Don't Know My Name","Labrinth",563902868,63,31,88
"Christmas Tree","V",317622165,38,44,139
"Mal Feito - Ao Vivo","Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",291709698,83,73,124
"When I R.I.P.","Labrinth",203680270,55,39,80
"Do We Have A Problem?","Nicki Minaj, Lil Baby",81350745,51,84,120
"Forever","Labrinth",282883169,46,56,80
"Gospel (with Eminem)","Eminem, Dr. Dre",64787943,86,92,117
"Seï¿½ï¿½o","Shawn Mendes, Camila Cabello",2484812918,52,76,117
"NEW MAGIC WAND","Tyler, The Creator",461437791,73,62,140
"Adore You","Harry Styles",1439191367,77,68,99
"La Santa","Daddy Yankee, Bad Bunny",759208783,87,74,93
"Something In The Way - Remastered 2021","Nirvana",368646862,20,44,106
"Sweetest Pie","Dua Lipa, Megan Thee Stallion",299634472,63,81,124
"Bam Bam (feat. Ed Sheeran)","Camila Cabello, Ed Sheeran",756907987,70,76,95
"Una Noche en Medellï¿½","Cris Mj",682475162,53,87,96
"Envolver","Anitta",546191065,73,81,92
"Starlight","Dave",229473310,37,95,124
"Hati-Hati di Jalan","Tulus",202677468,44,64,72
"I'm Tired - From ""Euphoria"" An Original HBO Series","Labrinth",121913181,20,28,71
"DANï¿½ï¿½A","Mc Pedrinho, Pedro Sampaio",208166039,57,78,135
"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",527033089,70,81,95
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",94616487,74,59,71
"Jordan","Ryan Castro",394030335,68,80,180
"Nail Tech","Jack Harlow",193443895,58,65,150
"Chale","Eden Muï¿½ï",299648208,44,55,189
"DARARI","Treasure",182978249,64,72,85
"Ya No Somos Ni Seremos","Christian Nodal",319757142,45,59,140
"Thinking with My Dick","Kevin Gates, Juicy J",109091573,70,77,81
"Freaky Deaky","Tyga, Doja Cat",153240879,65,80,104
"this is what falling in love feels like","JVKE",346127840,44,42,129
"La Zona","Bad Bunny",312622938,80,76,94
"Bohemian Rhapsody - Remastered 2011","Queen",2197010679,40,41,71
"Hope","XXXTENTACION",1200808494,46,59,146
"Levitating","Dua Lipa",797196073,88,69,103
"Wake Me Up - Radio Edit","Avicii",1970673297,78,53,124
"jealousy, jealousy","Olivia Rodrigo",665765558,58,70,164
"Monï¿½ï¿½y so","YEAT",263779030,57,69,138
"Demasiadas Mujeres","C. Tangana",339473453,46,67,126
"Something Just Like This","The Chainsmokers, Coldplay",2204080728,65,61,103
"Closer","The Chainsmokers, Halsey",2591224264,52,75,95
"O.O","NMIXX",135444283,77,39,200
"Somebody That I Used To Know","Gotye, Kimbra",1457139296,52,86,129
"Tom's Diner","AnnenMayKantereit, Giant Rooks",236872197,43,68,98
"First Class","Jack Harlow",694525298,56,91,107
"Plan A","Paulo Londra",240661097,83,58,174
"Fuera del mercado","Danny Ocean",421365166,67,45,92
"X ï¿½ï¿½LTIMA","Daddy Yankee, Bad Bunny",349746291,83,81,90
"When You're Gone","Shawn Mendes",255120451,69,60,147
"In My Head","Lil Tjay",190981339,55,68,143
"Wait a Minute!","Willow",924193303,71,76,101
"LOVE DIVE","IVE",305771063,71,70,118
"Pantysito","Feid, Alejo, Robi",273005485,74,83,98
"Chance","Paulo Londra",89566512,46,72,138
"Cool for the Summer","Demi Lovato",677389855,62,59,114
"psychofreak (feat. WILLOW)","Camila Cabello, Willow",75476209,64,63,180
"Angel Baby","Troye Sivan",408843328,57,56,145
"Vampiro","Matuï¿½ï¿½, Wiu, ",187772591,64,78,115
"Si Quieren Frontear","De La Ghetto, Duki, Quevedo",178512385,84,79,82
"Right On","Lil Baby",101780047,61,70,166
"Me Arrepentï¿","Ak4:20, Cris Mj, Pailita",118381354,79,86,92
"That's Hilarious","Charlie Puth",146363130,44,71,108
"Soy El Unico","Yahritza Y Su Esencia",126443991,45,71,84
"RUMBATï¿½","Daddy Yankee",157990698,91,69,95
"sentaDONA (Remix) s2","Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",176290831,45,93,135
"Falling","Harry Styles",1023187129,27,57,110
"Sigue","Ed Sheeran, J Balvin",106933107,64,89,88
"Fim de Semana no Rio","teto",139193812,50,87,119
"MANIAC","Stray Kids",212234990,80,58,120
"There's Nothing Holdin' Me Back","Shawn Mendes",1714490998,80,86,122
"IDGAF (with blackbear)","Blackbear, BoyWithUke",197643795,75,78,98
"Golden","Harry Styles",807015863,84,45,140
"Get Lucky - Radio Edit","Pharrell Williams, Nile Rodgers, Daft Punk",933815613,81,79,116
"Ain't Shit","Doja Cat",499710590,49,86,124
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",120847157,72,91,105
"Still Life","BIGBANG",53909146,58,68,118
"Photograph","Ed Sheeran",2236667932,38,61,108
"Love Yourself","Justin Bieber",2123309722,38,61,100
"N95","Kendrick Lamar",301242089,66,81,140
"About Damn Time","Lizzo",723894473,74,84,109
"Die Hard","Kendrick Lamar, Blxst, Amanda Reifer",237351106,74,78,101
"Despuï¿½ï¿½s de la P","Bad Bunny",461558540,90,56,78
"Un Ratito","Bad Bunny",417230415,55,79,93
"United In Grief","Kendrick Lamar",156898322,83,52,87
"Father Time (feat. Sampha)","Kendrick Lamar, Sampha",127309180,78,55,153
"Yo No Soy Celoso","Bad Bunny",313113297,59,87,142
"Rich Spirit","Kendrick Lamar",173702135,43,85,96
"Cooped Up (with Roddy Ricch)","Post Malone, Roddy Ricch",271666301,78,50,125
"Me Fui de Vacaciones","Bad Bunny",305650299,65,71,85
"Silent Hill","Kendrick Lamar, Kodak Black",123216717,57,92,140
"La Corriente","Tony Dize, Bad Bunny",479655659,79,66,196
"Count Me Out","Kendrick Lamar",126191104,43,78,134
"Andrea","Buscabulla, Bad Bunny",344055883,62,80,103
"Dos Mil 16","Bad Bunny",338422004,67,82,130
"We Cry Together","Kendrick Lamar, Taylour Paige",68895644,69,65,108
"Savior","Kendrick Lamar, Sam Dew, Baby Keem",86176890,71,61,123
"Un Coco","Bad Bunny",403231558,69,84,152
"Otro Atardecer","Bad Bunny, The Marï¿½ï",319546754,60,78,108
"Worldwide Steppers","Kendrick Lamar",61739839,47,56,72
"Aguacero","Bad Bunny",283359161,65,86,121
"Purple Hearts","Kendrick Lamar, Ghostface Killah, Summer Walker",76831876,82,57,138
"Un Verano Sin Ti","Bad Bunny",283332261,50,50,188
"ULTRA SOLO","Polima WestCoast, Pailita",307752576,85,80,110
"Ensï¿½ï¿½ï¿½ï¿½ame ","Bad Bunny",279737940,79,81,105
"El Apagï¿½","Bad Bunny",212351890,70,63,118
"Callaita","Bad Bunny, Tainy",1304313953,62,61,176
"Dua Lipa","Jack Harlow",150500965,65,83,158
"Agosto","Bad Bunny",246127838,58,85,115
"House Of Memories","Panic! At The Disco",582863434,82,51,110
"Mr. Morale","Kendrick Lamar, Tanna Leone",58687425,54,73,174
"That That (prod. & feat. SUGA of BTS)","PSY, Suga",212109195,96,91,130
"In The Stars","Benson Boone",382199619,54,36,78
"Rich - Interlude","Kendrick Lamar",41210087,42,44,104
"SUPERMODEL","Mï¿½ï¿½ne",231657891,88,64,121
"Stefania (Kalush Orchestra)","KALUSH",53729194,82,83,105
"Thousand Miles","The Kid Laroi",244741137,66,38,81
"Crown","Kendrick Lamar",42485571,24,37,170
"Auntie Diaries","Kendrick Lamar",37778188,38,43,78
"PUFFIN ON ZOOTIEZ","Future",254218729,66,88,125
"Mirror","Kendrick Lamar",53603447,65,66,92
"Beautiful Girl","Luciano",160035717,42,84,140
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",164163229,90,61,96
"Savior - Interlude","Kendrick Lamar",37091576,43,66,118
"Pasoori","Shae Gill, Ali Sethi",284249832,60,71,92
"Mother I Sober (feat. Beth Gibbons of Portishead)","Kendrick Lamar, Beth Gibbons",33381454,37,49,140
"TUS Lï¿½ï¿½GR","Sech, Mora",184622518,71,68,174
"Where Did You Go?","MNEK, Jax Jones",300983101,78,77,127
"I Tried to Tell Y'all","Ugly Dray, Tesla Jnr",121077868,52,71,96
"Honest (feat. Don Toliver)","Justin Bieber, Don Toliver",106919680,66,82,150
"ZOOM","Jessi",136996305,60,87,100
"SloMo","Chanel",65719930,81,73,105
"FEARLESS","LE SSERAFIM",229497852,62,86,104
"10 Things I Hate About You","Leah Kate",185550869,79,54,154
"SPACE MAN","Sam Ryder",54682594,83,47,80
"With you","HA SUNG WOON, Jimin",240580042,43,53,150
"Iris","The Goo Goo Dolls",1284942608,72,32,156
"The Heart Part 5","Kendrick Lamar",71423324,81,76,98
"San Lucas","Kevin Kaarl",244891912,36,58,92
"This Love (Taylorï¿½ï¿½ï¿½s Ve","Taylor Swift",132171975,50,47,144
"Good Looking","Suki Waterhouse",184706613,56,37,150
"Flowers","Lauren Spencer Smith",184826429,44,70,138
